Alias;Player;Tour;WordCount
Zhzhenov K.;Konstantin Zhzhenov;ATP;2
Zick S.;Sydney Zick;ATP;2
Ziegann S. R.;Sam Ryan Ziegann;ATP;3
Zielinski M.;Marcel Zielinski;ATP;2
Zimmermann I.;Ilias Zimmermann;ATP;2
Zink T.;Tyler Zink;ATP;2
Ziverts J. E.;Jonas Eriksson Ziverts;ATP;3
Zurmendi T.;Tomas Zurmendi;ATP;2
Zverev A.;Alexander Zverev;ATP;2
Abanda F.;Francoise Abanda;WTA;2
Abbagnato A.;Anastasia Abbagnato;WTA;2
Abe H.;Hiromi Abe;WTA;2
Abouelsaad H.;Hania Abouelsaad;WTA;2
Abril Bruno V.;Valentina Abril Bruno;WTA;3
Adams J.;Julia Adams;WTA;2
Adeshina E.;Esther Adeshina;WTA;2
Adkar V.;Vaishnavi Adkar;WTA;2
Adrover C. D.;Cristina Diaz Adrover;WTA;3
Agra Amorim G.;Garbiela Agra Amorim;WTA;3
Aguirre I. B.;Isabella Barrera Aguirre;WTA;3
Ahlawat S.;Shruti Ahlawat;WTA;2
Ahn A.;Alyssa Ahn;WTA;2
Ahn Y. J.;Yu Jin Ahn;WTA;3
Aiava D.;Destanee Aiava;WTA;2
Aikawa M.;Mayuka Aikawa;WTA;2
Akasha Ceuca A.;Ann Akasha Ceuca;WTA;3
Akita S.;Shiho Akita;WTA;2
Akli A.;Ayana Akli;WTA;2
Aksu A.;Ayla Aksu;WTA;2
Akua Stoiber R.;Ranah Akua Stoiber;WTA;3
Akugue N. N.;Noma Noha Akugue;WTA;3
Alarcon L. P.;Lucciana Perez Alarcon;WTA;3
Albon Y. I.;Ylena In Albon;WTA;3
Alcaraz E. L.;Esther Lopez Alcaraz;WTA;3
Alessia Monteleone G.;Giulia Alessia Monteleone;WTA;3
Alexander A.;Avery Alexander;WTA;2
Alexandrova E.;Ekaterina Alexandrova;WTA;2
Alexia Todoni A.;Anca Alexia Todoni;WTA;3
Allegre C.;Camille Allegre;WTA;2
Allen K.;Kolie Allen;WTA;2
Allen V.;Victoria Allen;WTA;2
Alvarez E. G.;Eva Guerrero Alvarez;WTA;3
Alvarez Sande E.;Eva Alvarez Sande;WTA;3
Alves C.;Carolina Alves;WTA;2
Alvisi E.;Eleonora Alvisi;WTA;2
Amariei I. D.;Ilinca Dalina Amariei;WTA;3
Ambrosio S.;Silvia Ambrosio;WTA;2
Amiraghyan A.;Ani Amiraghyan;WTA;2
Amorim G. A.;Garbiela Agra Amorim;WTA;3
An L.;Liuyan An;WTA;2
An Lin F.;Fang An Lin;WTA;3
Anderson R.;Robin Anderson;WTA;2
Andrea Knutson G.;Gabriela Andrea Knutson;WTA;3
Andreea Craciun G.;Georgia Andreea Craciun;WTA;3
Andreea Herea C.;Carmen Andreea Herea;WTA;3
Andreescu B.;Bianca Andreescu;WTA;2
Andreeva E.;Erika Andreeva;WTA;2
Andreeva M.;Mirra Andreeva;WTA;2
Andrianjafitrimo T.;Tessah Andrianjafitrimo;WTA;2
Andrienko M.;Maria Andrienko;WTA;2
Anghel A. I.;Alexandra Irina Anghel;WTA;3
Anisimova A.;Amanda Anisimova;WTA;2
Ansari C.;Carolyn Ansari;WTA;2
Anshba A.;Amina Anshba;WTA;2
Anson Sanchez C.;Celia Anson Sanchez;WTA;3
Appleton E.;Emily Appleton;WTA;2
Arabarco I.;Isabel Arabarco;WTA;2
Arakawa H.;Haruna Arakawa;WTA;2
Arakawa N.;Natsuho Arakawa;WTA;2
Arango E.;Emiliana Arango;WTA;2
Araujo L. P.;Luana Plaza Araujo;WTA;3
Arconada U. M.;Usue Maitane Arconada;WTA;3
Argyrokastriti M.;Marianna Argyrokastriti;WTA;2
Arias V. M.;Valentina Mediorreal Arias;WTA;3
Arifullina A.;Arina Arifullina;WTA;2
Arnautovic L.;Larisa Arnautovic;WTA;2
Arora A.;Anya Arora;WTA;2
Arseneault A.;Ariana Arseneault;WTA;2
Artemeva V.;Valeriia Artemeva;WTA;2
Arun Munde P.;Parthasarthi Arun Munde;WTA;3
Arystanbekova A.;Asylzhan Arystanbekova;WTA;2
Astakhova D.;Darya Astakhova;WTA;2
Atay S.;Selina Atay;WTA;2
Atia M.;Mariam Atia;WTA;2
Auer S.;Stefanie Auer;WTA;2
Aulia A.;Audrey Aulia;WTA;2
Aulia C.;Catherine Aulia;WTA;2
Avanesyan E.;Elina Avanesyan;WTA;2
Avataneo S.;Sofia Avataneo;WTA;2
Avdeeva J.;Julia Avdeeva;WTA;2
Awad J. C.;Jacqueline Cabaj Awad;WTA;3
Ayala L.;Lourdes Ayala;WTA;2
Aytoyan M.;Maria Aytoyan;WTA;2
Azarenka V.;Victoria Azarenka;WTA;2
Babel O.;Oceane Babel;WTA;2
Back D.;Dayeon Back;WTA;2
Badia L.;Laura Badia;WTA;2
Badosa P.;Paula Badosa;WTA;2
Bagaric L. C.;Lucija Ciric Bagaric;WTA;3
Bai Z.;Zhuoxuan Bai;WTA;2
Bains N.;Naiktha Bains;WTA;2
Bajraliu L.;Linea Bajraliu;WTA;2
Bakhmutkina P.;Polina Bakhmutkina;WTA;2
Balan S. V.;Sara Victoria Balan;WTA;3
Balus I.;Irina Balus;WTA;2
Bandecchi S.;Susan Bandecchi;WTA;2
Bandurowska X.;Xenia Bandurowska;WTA;2
Banks A.;Amarni Banks;WTA;2
Banuls C. E.;Charo Esquiva Banuls;WTA;3
Baptiste H.;Hailey Baptiste;WTA;2
Baptiste L. J.;Lauryn John Baptiste;WTA;3
Barbulescu B. E.;Bianca Elena Barbulescu;WTA;3
Barrera Aguirre I.;Isabella Barrera Aguirre;WTA;3
Barros V. L.;Victoria Luiza Barros;WTA;3
Barry M.;Monique Barry;WTA;2
Bartashevich Y.;Yaroslava Bartashevich;WTA;2
Bartel K.;Karla Bartel;WTA;2
Bartha P.;Panna Bartha;WTA;2
Barthel M.;Mona Barthel;WTA;2
Bartone K.;Kamilla Bartone;WTA;2
Bartunkova N.;Nikola Bartunkova;WTA;2
Basiletti N.;Noemi Basiletti;WTA;2
Baslilar S.;Seda Baslilar;WTA;2
Bassols Ribera M.;Marina Bassols Ribera;WTA;3
Bataikina K.;Kira Bataikina;WTA;2
Bayerlova M.;Michaela Bayerlova;WTA;2
Bazderova A.;Anna Bazderova;WTA;2
Beck A.;Ava Beck;WTA;2
Bedini V.;Viola Bedini;WTA;2
Bednarz Z.;Zuzanna Bednarz;WTA;2
Begu I. C.;Irina Camelia Begu;WTA;3
Bejlek S.;Sara Bejlek;WTA;2
Bektas E.;Emina Bektas;WTA;2
Belgraver J.;Julie Belgraver;WTA;2
Belkova K.;Kristina Belkova;WTA;2
Belyaeva D.;Daria Belyaeva;WTA;2
Bencic B.;Belinda Bencic;WTA;2
Bennemann E.;Eva Bennemann;WTA;2
Bennett D. J.;D J Bennett;WTA;3
Berecoechea N.;Nahia Berecoechea;WTA;2
Bergen M.;Mariia Bergen;WTA;2
Bernardes B.;Bianca Bernardes;WTA;2
Bertacchi A.;Anastasia Bertacchi;WTA;2
Bertea E. R.;Elena Ruxandra Bertea;WTA;3
Bertoldo J.;Jessica Bertoldo;WTA;2
Bestetti G.;Giuliana Bestetti;WTA;2
Beveraggi Lespiau P.;Pilar Beveraggi Lespiau;WTA;3
Bhamidipaty S. R.;Shrivalli Rashmikaa Bhamidipaty;WTA;3
Bhatia K.;Kashish Bhatia;WTA;2
Bhatia R.;Riya Bhatia;WTA;2
Bhunu V.;Valeria Bhunu;WTA;2
Bianca Bulgaru M.;Miriam Bianca Bulgaru;WTA;3
Bielinska S.;Sofiia Bielinska;WTA;2
Bienzobas Fernandez O.;Olga Bienzobas Fernandez;WTA;3
Bilardo F.;Federica Bilardo;WTA;2
Biolay S.;Sophia Biolay;WTA;2
Birrell K.;Kimberly Birrell;WTA;2
Bista A.;Abhilasha Bista;WTA;2
Bjork J.;June Bjork;WTA;2
Black B.;Brooke Black;WTA;2
Blake A.;Angelica Blake;WTA;2
Blatter L.;Luciana Blatter;WTA;2
Blinkova A.;Anna Blinkova;WTA;2
Blokhina A.;Alexis Blokhina;WTA;2
Blomqvist C.;Clarissa Blomqvist;WTA;2
Boehner L.;Laura Boehner;WTA;2
Bohrer Martins C.;Carolina Bohrer Martins;WTA;3
Boisson L.;Lois Boisson;WTA;2
Bojica S.;Stefania Bojica;WTA;2
Bojovic J.;Jana Bojovic;WTA;2
Bolkvadze M.;Mariam Bolkvadze;WTA;2
Bolsova A.;Aliona Bolsova;WTA;2
Boluda A. F.;Angela Fita Boluda;WTA;3
Bonardi B.;Berta Bonardi;WTA;2
Bondar A.;Anna Bondar;WTA;2
Bonelli E.;Elsa Bonelli;WTA;2
Borodulina V.;Victoria Borodulina;WTA;2
Bosio V.;Victoria Bosio;WTA;2
Boskovic L.;Lea Boskovic;WTA;2
Bosman C.;Coco Bosman;WTA;2
Bouchard E.;Eugenie Bouchard;WTA;2
Bougouffa H.;Hanna Bougouffa;WTA;2
Bougrat M.;Maelys Bougrat;WTA;2
Boukirat M.;Massiva Boukirat;WTA;2
Boulard L.;Liv Boulard;WTA;2
Boullay O.;Ophelie Boullay;WTA;2
Boulter K.;Katie Boulter;WTA;2
Bouzas Maneiro J.;Jessica Bouzas Maneiro;WTA;3
Bouzkova M.;Marie Bouzkova;WTA;2
Bouzo Zanotti N.;Noelia Bouzo Zanotti;WTA;3
Boyden M.;Melissa Boyden;WTA;2
Brace C.;Cadence Brace;WTA;2
Brady J.;Jennifer Brady;WTA;2
Brancaccio N.;Nuria Brancaccio;WTA;2
Brand V.;Victoria Brand;WTA;2
Branstine C.;Carson Branstine;WTA;2
Brantmeier R.;Reese Brantmeier;WTA;2
Breaz A.;Alesia Breaz;WTA;2
Bredberg Canizares D.;Didi Bredberg Canizares;WTA;3
Breen S.;Saoirse Breen;WTA;2
Brengle M.;Madison Brengle;WTA;2
Bretnacher J.;Justine Bretnacher;WTA;2
Broadfoot G.;Gabriella Broadfoot;WTA;2
Broadus S.;Savannah Broadus;WTA;2
Brockmann T. J.;Tessa Johanna Brockmann;WTA;3
Bronzetti L.;Lucia Bronzetti;WTA;2
Brooks A.;Amelie Brooks;WTA;2
Brown J.;Jaedan Brown;WTA;2
Brunkel L.;Laura Brunkel;WTA;2
Bruno V. A.;Valentina Abril Bruno;WTA;3
Bucea I.;Iulia Bucea;WTA;2
Buchnik M.;Mika Buchnik;WTA;2
Bucsa C.;Cristina Bucsa;WTA;2
Buculei I. M.;Iulia Maria Buculei;WTA;3
Bueno H.;Helena Bueno;WTA;2
Bulatova A.;Arina Bulatova;WTA;2
Bulbarella M.;Marina Bulbarella;WTA;2
Bulgaru M. B.;Miriam Bianca Bulgaru;WTA;3
Burcescu M. I.;Maia Ilinca Burcescu;WTA;3
Burdina E.;Evgeniya Burdina;WTA;2
Burel C.;Clara Burel;WTA;2
Burgic E.;Ema Burgic;WTA;2
Burillo Escorihuela I.;Irene Burillo Escorihuela;WTA;3
Burrage J.;Jodie Burrage;WTA;2
Burylo M.;Matylda Burylo;WTA;2
Bush T.;Tegan Bush;WTA;2
Buyukakcay C.;Cagla Buyukakcay;WTA;2
Buzarnescu M.;Mihaela Buzarnescu;WTA;2
Cabaj Awad J.;Jacqueline Cabaj Awad;WTA;3
Caballero Chica R.;Raquel Caballero Chica;WTA;3
Cabrera L.;Lizette Cabrera;WTA;2
Cadar E. T.;Elena Teodora Cadar;WTA;3
Cagnina N. L.;Noemi La Cagnina;WTA;3
Cai J.;Jialan Cai;WTA;2
Cakarevic S.;Sara Cakarevic;WTA;2
Camelia Begu I.;Irina Camelia Begu;WTA;3
Candiotto A.;Ana Candiotto;WTA;2
Canizares D. B.;Didi Bredberg Canizares;WTA;3
Capurro Taborda M.;Martina Capurro Taborda;WTA;3
Cardenas Oliveras A.;Abril Cardenas Oliveras;WTA;3
Carle M. L.;Maria Lourdes Carle;WTA;3
Carnicella K.;Kaitlyn Carnicella;WTA;2
Carolina Millan I.;Ingrid Carolina Millan;WTA;3
Carre M. N.;Mathilde Ngijol Carre;WTA;3
Castillo Meza M.;Midori Castillo Meza;WTA;3
Catanzarite A.;Ava Catanzarite;WTA;2
Caterina Grant T.;Tyra Caterina Grant;WTA;3
Cayetano E.;Eryn Cayetano;WTA;2
Ccuno R.;Romina Ccuno;WTA;2
Ce G.;Gabriela Ce;WTA;2
Cembranos P.;Paula Cembranos;WTA;2
Cengiz B.;Berfu Cengiz;WTA;2
Cervino Ruiz C.;Celia Cervino Ruiz;WTA;3
Ceuca A. A.;Ann Akasha Ceuca;WTA;3
Chainykova Y.;Yelyzaveta Chainykova;WTA;2
Chan J. Y.;Jo Yee Chan;WTA;3
Chang H.;Hanna Chang;WTA;2
Chanta A.;Aunchisa Chanta;WTA;2
Chapman D. D.;Danielle Dai Chapman;WTA;3
Charaeva A.;Alina Charaeva;WTA;2
Charney E.;Emma Charney;WTA;2
Charney P.;Piper Charney;WTA;2
Chaudhari V.;Vaidehi Chaudhari;WTA;2
Chavez T.;Teah Chavez;WTA;2
Cheapchandej P.;Patcharin Cheapchandej;WTA;2
Chen Lin Y.;Yu Chen Lin;WTA;3
Chen M. Y.;Meng Yi Chen;WTA;3
Chen Y.;Yiru Chen;WTA;2
Cherny I.;Isabelle Cherny;WTA;2
Cherubini D.;Diletta Cherubini;WTA;2
Chiarello K.;Kim Chiarello;WTA;2
Chica R. C.;Raquel Caballero Chica;WTA;3
Chiesa D.;Deborah Chiesa;WTA;2
Chiesa E.;Enola Chiesa;WTA;2
Chikaraishi Y.;Yui Chikaraishi;WTA;2
Ching Wu H.;Ho Ching Wu;WTA;3
Chirico L.;Louisa Chirico;WTA;2
Chlpac A.;Agustina Chlpac;WTA;2
Choi O.;Onyu Choi;WTA;2
Choi S. Y.;Seo Yun Choi;WTA;3
Chong E. W.;Eudice Wong Chong;WTA;3
Christie F.;Freya Christie;WTA;2
Christine Svendsen J.;Johanne Christine Svendsen;WTA;3
Chudejova M.;Mia Chudejova;WTA;2
Chwalinska M.;Maja Chwalinska;WTA;2
Cid M. G.;Maria Garcia Cid;WTA;3
Cinalli L. M.;Luna Maria Cinalli;WTA;3
Ciocan M.;Milena Ciocan;WTA;2
Cirez C. M.;Carlota Martinez Cirez;WTA;3
Ciric Bagaric L.;Lucija Ciric Bagaric;WTA;3
Cirotte A.;Astrid Cirotte;WTA;2
Cirpanli D.;Defne Cirpanli;WTA;2
Cirstea S.;Sorana Cirstea;WTA;2
Claeys L.;Lisa Claeys;WTA;2
Clarke C.;Chukwumelije Clarke;WTA;2
Cocciaretto E.;Elisabetta Cocciaretto;WTA;2
Coleman E.;Elizabeth Coleman;WTA;2
Colling S.;Solymar Colling;WTA;2
Collins D.;Danielle Collins;WTA;2
Collins K.;Kylie Collins;WTA;2
Colmegna M.;Martina Colmegna;WTA;2
Colyer R.;Rita Colyer;WTA;2
Combs E.;Emery Combs;WTA;2
Cooling R.;Ruby Cooling;WTA;2
Coppez K.;Kaat Coppez;WTA;2
Corte C.;Carlota Corte;WTA;2
Cortez Llorca L.;Lucia Cortez Llorca;WTA;3
Corvi A.;Aurora Corvi;WTA;2
Costoulas S.;Sofia Costoulas;WTA;2
Craciun G. A.;Georgia Andreea Craciun;WTA;3
Crawley F.;Fiona Crawley;WTA;2
Crinebouch H.;Hajar Crinebouch;WTA;2
Cristian J.;Jaqueline Cristian;WTA;2
Crocker V.;Virginia Crocker;WTA;2
Cross K.;Kayla Cross;WTA;2
Crossley M.;Mayu Crossley;WTA;2
Cui A.;Angela Cui;WTA;2
Curmi F.;Francesca Curmi;WTA;2
Cvetkovic A.;Anastasija Cvetkovic;WTA;2
Daavettila S.;Sara Daavettila;WTA;2
Daems J.;Josy Daems;WTA;2
Dahlstrom S.;Sara Dahlstrom;WTA;2
Dai Chapman D.;Danielle Dai Chapman;WTA;3
Dal S.;Selina Dal;WTA;2
Dalina Amariei I.;Ilinca Dalina Amariei;WTA;3
Dandu L.;Laxmisiri Dandu;WTA;2
Dang Y.;Yiming Dang;WTA;2
Daniel J.;Jaeda Daniel;WTA;2
Daniels E.;Ellie Daniels;WTA;2
Danilova A.;Alisa Danilova;WTA;2
Danilova O.;Olga Danilova;WTA;2
Danilovic O.;Olga Danilovic;WTA;2
Dapkute I.;Iveta Dapkute;WTA;2
Dart H.;Harriet Dart;WTA;2
Darta Feldmane D.;Daniela Darta Feldmane;WTA;3
Das A.;Aishi Das;WTA;2
Davies A. K.;Allegra Korpanec Davies;WTA;3
Dawson N.;Najah Dawson;WTA;2
Day K.;Kayla Day;WTA;2
De Koning R.;Rikke De Koning;WTA;3
De Oliveira E.;Emily De Oliveira;WTA;3
De Stefano S.;Samira De Stefano;WTA;3
De Zeeuw J.;Joy De Zeeuw;WTA;3
Dean J.;Jenna Dean;WTA;2
Defalco J.;Jenna Defalco;WTA;2
Deichmann K. V.;Kathinka Von Deichmann;WTA;3
Delaunay C.;Carolann Delaunay;WTA;2
Delledera F.;Francesca Delledera;WTA;2
Dencheva R.;Rositsa Dencheva;WTA;2
Deng T. T.;Tiana Tian Deng;WTA;3
Dernikovic R.;Ria Dernikovic;WTA;2
Desai Z.;Zeel Desai;WTA;2
Dessolis B.;Barbara Dessolis;WTA;2
Dessolis M.;Marcella Dessolis;WTA;2
Desvignes E. M.;Eva Marie Desvignes;WTA;3
Dho N.;Nahjime Dho;WTA;2
Di Genova C.;Chiara Di Genova;WTA;3
Di Girolami T.;Tilwith Di Girolami;WTA;3
Di Sarra F.;Federica Di Sarra;WTA;3
Dias T. F.;Teresa Franco Dias;WTA;3
Diatchenko V.;Vitalia Diatchenko;WTA;2
Diaz Adrover C.;Cristina Diaz Adrover;WTA;3
Diaz N. P.;Nuria Parrizas Diaz;WTA;3
Dibenedetto C.;Carolina Dibenedetto;WTA;2
Diianni J.;Jensen Diianni;WTA;2
Dileep Nitture A.;Akanksha Dileep Nitture;WTA;3
Dilek D.;Deniz Dilek;WTA;2
Dittmann G. M.;Gina Marie Dittmann;WTA;3
Diyas Z.;Zarina Diyas;WTA;2
Dmitrichenko Y.;Yekaterina Dmitrichenko;WTA;2
Dmitruk K.;Kristina Dmitruk;WTA;2
Dodin O.;Oceane Dodin;WTA;2
Dolehide C.;Caroline Dolehide;WTA;2
Dols S.;Sara Dols;WTA;2
Domingo L. L.;Lucia Llinares Domingo;WTA;3
Donoso L. S.;Lorena Solar Donoso;WTA;3
Dore P.;Pauline Dore;WTA;2
Dorofeeva Rybas F.;Felitsata Dorofeeva Rybas;WTA;3
Dotsenko E.;Ekaterina Dotsenko;WTA;2
Dourado J. R.;Jennifer Rosa Dourado;WTA;3
Drame P.;Petja Drame;WTA;2
Drenser Hagmann K.;Kennedy Drenser Hagmann;WTA;3
Drobysheva M.;Mariia Drobysheva;WTA;2
Drugdova S.;Salma Drugdova;WTA;2
Du Pree B.;Britt Du Pree;WTA;3
Dudeney A.;Alicia Dudeney;WTA;2
Duerst J.;Jenny Duerst;WTA;2
Dunne K.;Katy Dunne;WTA;2
Dvorackova A.;Anna Dvorackova;WTA;2
Dyussebay I.;Ingkar Dyussebay;WTA;2
Dzimovic S.;Stela Dzimovic;WTA;2
Dzjachangirova M.;Michelle Dzjachangirova;WTA;2
Eala A.;Alexandra Eala;WTA;2
Easwaramurthi A.;Ashmitha Easwaramurthi;WTA;2
Ebeling Koning L.;Loes Ebeling Koning;WTA;3
Ebster A. L.;Anna Lena Ebster;WTA;3
Eduarda Lages M.;Maria Eduarda Lages;WTA;3
Efremova A.;Anastasia Efremova;WTA;2
Efremova K.;Ksenia Efremova;WTA;2
Egorova D.;Daria Egorova;WTA;2
Ekshibarova V.;Vlada Ekshibarova;WTA;2
Ekstrand M.;Monika Ekstrand;WTA;2
El Jardi D.;Diae El Jardi;WTA;3
El Sayed A.;Aya El Sayed;WTA;3
Elena Barbulescu B.;Bianca Elena Barbulescu;WTA;3
Elena Tiglea C.;Cristina Elena Tiglea;WTA;3
Elkady J.;Joody Elkady;WTA;2
Emst S. V.;Sarah Van Emst;WTA;3
Encheva L.;Lidia Encheva;WTA;2
Ercan M.;Melisa Ercan;WTA;2
Erjavec V.;Veronika Erjavec;WTA;2
Escorihuela I. B.;Irene Burillo Escorihuela;WTA;3
Esina Samardzic A.;Ayline Esina Samardzic;WTA;3
Esquiva Banuls C.;Charo Esquiva Banuls;WTA;3
Estevez J.;Josefina Estevez;WTA;2
Eto N.;Naoko Eto;WTA;2
Eum Lee H.;Ha Eum Lee;WTA;3
Evans K.;Kailey Evans;WTA;2
Evans T.;Tatum Evans;WTA;2
Evtimova D.;Dia Evtimova;WTA;2
Ewald W.;Weronika Ewald;WTA;2
Ewing S.;Salma Ewing;WTA;2
Ezzat Y.;Yasmin Ezzat;WTA;2
Failla J.;Jessica Failla;WTA;2
Fairclough L.;Lily Fairclough;WTA;2
Fajmonova S. M.;Sarah Melany Fajmonova;WTA;3
Fakih K.;Kate Fakih;WTA;2
Falei A.;Aliona Falei;WTA;2
Falkner Z.;Ziva Falkner;WTA;2
Falkowska W.;Weronika Falkowska;WTA;2
Farzami M.;Mandegar Farzami;WTA;2
Federica Oana A.;Anamaria Federica Oana;WTA;3
Fedorova A.;Aglaya Fedorova;WTA;2
Feistel G.;Gina Feistel;WTA;2
Feldmane D. D.;Daniela Darta Feldmane;WTA;3
Ferlito A.;Alice Ferlito;WTA;2
Fernandez B. J.;Bianca Jolie Fernandez;WTA;3
Fernandez O. B.;Olga Bienzobas Fernandez;WTA;3
Ferrer C. H.;Claudia Hoste Ferrer;WTA;3
Ferrer Perez C.;Claudia Ferrer Perez;WTA;3
Ferro F.;Fiona Ferro;WTA;2
Fetecau I.;Irina Fetecau;WTA;2
Fett J.;Jana Fett;WTA;2
Filipa Santos A.;Ana Filipa Santos;WTA;3
Fiquet T.;Tiphanie Fiquet;WTA;2
Firman A.;Anastasiia Firman;WTA;2
Fita Boluda A.;Angela Fita Boluda;WTA;3
Florencia Urrutia M.;Maria Florencia Urrutia;WTA;3
Fontenel C.;Chelsea Fontenel;WTA;2
Fornasieri C.;Chiara Fornasieri;WTA;2
Foshee I.;Isabella Foshee;WTA;2
Fossa Huergo N.;Nicole Fossa Huergo;WTA;3
Fouad H.;Hala Fouad;WTA;2
Fouad N.;Nada Fouad;WTA;2
Franco Dias T.;Teresa Franco Dias;WTA;3
Frech M.;Magdalena Frech;WTA;2
Freitas A.;Analu Freitas;WTA;2
Frey A.;Anna Frey;WTA;2
Friedsam A. L.;Anna Lena Friedsam;WTA;3
Frodin T.;Thea Frodin;WTA;2
Fruhvirtova B.;Brenda Fruhvirtova;WTA;2
Fruhvirtova L.;Linda Fruhvirtova;WTA;2
Fry S.;Sophia Fry;WTA;2
Fulgenzi B.;Brandelyn Fulgenzi;WTA;2
Fullana L.;Luiza Fullana;WTA;2
Gabriel A.;Anais Gabriel;WTA;2
Gabriela Ruse E.;Elena Gabriela Ruse;WTA;3
Gabriela Vasilescu A.;Arina Gabriela Vasilescu;WTA;3
Gadamauri T.;Tamila Gadamauri;WTA;2
Gadecki O.;Olivia Gadecki;WTA;2
Gadient N.;Nicole Gadient;WTA;2
Gae M.;Mara Gae;WTA;2
Gailis R.;Rachel Gailis;WTA;2
Gaillard D.;Delia Gaillard;WTA;2
Galfi D.;Dalma Galfi;WTA;2
Gallardo Guevara C.;Carmen Gallardo Guevara;WTA;3
Gandolfi F.;Francesca Gandolfi;WTA;2
Ganz F.;Fiona Ganz;WTA;2
Gao X.;Xinyu Gao;WTA;2
Garakani S.;Sana Garakani;WTA;2
Garcia A. L.;Andrea Lazaro Garcia;WTA;3
Garcia A. R.;Alba Rey Garcia;WTA;3
Garcia C.;Caroline Garcia;WTA;2
Garcia Cid M.;Maria Garcia Cid;WTA;3
Garcia M.;Maria Garcia;WTA;2
Garcia M. T.;Meritxell Teixido Garcia;WTA;3
Garcia Perez G.;Georgina Garcia Perez;WTA;3
Garcia Ruiz J.;Julia Garcia Ruiz;WTA;3
Garcia Vidal L.;Leticia Garcia Vidal;WTA;3
Garland J.;Joanna Garland;WTA;2
Garnevska V.;Valeria Garnevska;WTA;2
Gasanova A.;Anastasia Gasanova;WTA;2
Gasparovic C.;Claudia Gasparovic;WTA;2
Gauff C.;Coco Gauff;WTA;2
Gay C.;Cayetana Gay;WTA;2
Geerlings A.;Ariana Geerlings;WTA;2
Gennaro C.;Camilla Gennaro;WTA;2
Genova C. D.;Chiara Di Genova;WTA;3
Gentili A.;Agnese Gentili;WTA;2
Georgeta Simion O.;Oana Georgeta Simion;WTA;3
Georgiana Goina P.;Patricia Georgiana Goina;WTA;3
Gettwart F.;Fabienne Gettwart;WTA;2
Ghirardato E. O.;Emma Ottavia Ghirardato;WTA;3
Giaccio J.;Juliana Giaccio;WTA;2
Giambelli C.;Carla Giambelli;WTA;2
Giavara H.;Haley Giavara;WTA;2
Gibson T.;Talia Gibson;WTA;2
Giessler E.;Elena Giessler;WTA;2
Gillan A.;Alice Gillan;WTA;2
Gimbrere J.;Jasmijn Gimbrere;WTA;2
Giordano M.;Maddalena Giordano;WTA;2
Giovannini L.;Luisina Giovannini;WTA;2
Girolami T. D.;Tilwith Di Girolami;WTA;3
Giza L.;Lola Giza;WTA;2
Gjorcheska L.;Lina Gjorcheska;WTA;2
Gloeckner P.;Pauline Gloeckner;WTA;2
Glozman V.;Valerie Glozman;WTA;2
Glushko L.;Lina Glushko;WTA;2
Glushkova D.;Denislava Glushkova;WTA;2
Gniewkowska O.;Oriana Gniewkowska;WTA;2
Goina P. G.;Patricia Georgiana Goina;WTA;3
Golovina M.;Maria Golovina;WTA;2
Golubic V.;Viktorija Golubic;WTA;2
Gomez J. H.;Jessica Hinojosa Gomez;WTA;3
Gomez L. N.;Lucia Natal Gomez;WTA;3
Gomez V.;Victoria Gomez;WTA;2
Gonzalez Vilar R.;Raquel Gonzalez Vilar;WTA;3
Gorgodze E.;Ekaterine Gorgodze;WTA;2
Gormaz L. R.;Leyre Romero Gormaz;WTA;3
Gorska D.;Daria Gorska;WTA;2
Goto R.;Reina Goto;WTA;2
Gowda T.;Thara Gowda;WTA;2
Grabher J.;Julia Grabher;WTA;2
Gracheva V.;Varvara Gracheva;WTA;2
Grammatikopoulou V.;Valentini Grammatikopoulou;WTA;2
Grana Pedretti T.;Thaisa Grana Pedretti;WTA;3
Grant T. C.;Tyra Caterina Grant;WTA;3
Granwehr A.;Alina Granwehr;WTA;2
Greiner S.;Sophie Greiner;WTA;2
Grekul E.;Elena Grekul;WTA;2
Groen J.;Jade Groen;WTA;2
Groth G.;Georgina Groth;WTA;2
Grubor A.;Ana Grubor;WTA;2
Guerrero Alvarez E.;Eva Guerrero Alvarez;WTA;3
Guerrero D. M.;Daniela Martinez Guerrero;WTA;3
Guevara C. G.;Carmen Gallardo Guevara;WTA;3
Guillen G. I.;Giselle Isabella Guillen;WTA;3
Guo H.;Hanyu Guo;WTA;2
Guo M.;Meiqi Guo;WTA;2
Gupta A.;Aaddi Gupta;WTA;2
Gureva A.;Anastasiia Gureva;WTA;2
Guth M.;Mara Guth;WTA;2
Guzman D.;Dana Guzman;WTA;2
Ha Jang S.;Soo Ha Jang;WTA;3
Ha S. M.;Sun Min Ha;WTA;3
Haavisto E.;Ella Haavisto;WTA;2
Haddad Maia B.;Beatriz Haddad Maia;WTA;3
Hageman M.;Madelief Hageman;WTA;2
Hagmann K. D.;Kennedy Drenser Hagmann;WTA;3
Han J.;Jiangxue Han;WTA;2
Hanatani N.;Nagi Hanatani;WTA;2
Hansen S.;Sarafina Hansen;WTA;2
Hartono A.;Arianne Hartono;WTA;2
Harvison I.;Isabella Harvison;WTA;2
Hatouka Y.;Yuliya Hatouka;WTA;2
Havermans D.;Danique Havermans;WTA;2
Havlickova L.;Lucie Havlickova;WTA;2
